Ticker,Name,Date,Open,High,Low,Close,Volume,OPENINT
934856,0IIFL18     ,20121105,1000,1000,1000,1000,10,10
934844,0MFL17      ,20121105,1128.91,1128.91,1092.01,1092.03,73,50
934847,1050TCFS14  ,20121105,1065.05,1075,1064,1075,115,115
934848,1050TCFS14A ,20121105,1497,1497,1495,1496,145,145
934854,1275IIFL18  ,20121105,1006.9,1007,1004,1005.26,1621,1620
934841,1300MFL14   ,20121105,1056.01,1066,1056.01,1062,239,236
934842,1325MFL15   ,20121105,1069,1100,1069,1070.01,65,65
533022,20 MICRONS  ,20121105,149.8,170.95,149,163.95,2471496,381455
526921,21ST CEN.MGM,20121105,5.46,5.46,5.25,5.33,1550,1450
532628,3I INFOTECH ,20121105,8.11,8.25,7.71,7.71,966173,966173
523395,3M INDIA LTD,20121105,3850,3850,3827,3850,19,13
961743,793REC22    ,20121105,1060,1070,1059,1059,315,315
590116,7SEAS TECH  ,20121105,22.35,23.45,22.35,22.95,6254,5414
961732,810IRFC2327 ,20121105,1050,1053.14,1050,1052,16121,11020
961744,812REC27    ,20121105,1076,1084,1076,1083.69,225,185
961727,820NHAI22   ,20121105,1061.25,1062.25,1060,1060.81,1778,1477
961729,820PFC2022  ,20121105,1054.99,1054.99,1051,1051.28,5035,5035
961728,830NHAI27   ,20121105,1083,1093.75,1081.05,1093.49,1168,1068
961730,830PFC2027  ,20121105,1076.6,1090,1076.6,1085.85,900,550
961731,8IRFC230222 ,20121105,1043.39,1044,1039,1039.99,2928,2425
512161,8KMILES     ,20121105,36.45,36.45,33.6,36.45,34423,21141
530499,A.K.CAPITAL ,20121105,180,184.85,170.1,174.15,8555,5607
500009,A.SARABHAI  ,20121105,5.55,5.65,5.44,5.54,11991,11991
533292,A2ZMES      ,20121105,59.05,62.35,58.2,60.4,81646,22990
531611,AADHAARVEN  ,20121105,0.46,0.5,0.46,0.46,157791,115591
530027,AADI INDUS L,20121105,3.7,3.85,3.5,3.73,29035,29035
533412,AANJANEYA   ,20121105,645,650,635.2,642.45,13197,7328
524412,AAREY DRUGS ,20121105,56,57.35,56,56.75,419393,204951
524348,AARTI DRUGS ,20121105,195.95,197.85,189,190.7,20824,9613
524208,AARTI INDUST,20121105,90.55,94.45,90.55,93.05,21542,11882
514274,AARVEE DENIM,20121105,61.5,64.85,61.5,62.8,8977,4900
531731,AARYAGLOBL  ,20121105,3.23,3.24,2.8,2.82,3399,3379
519319,AASHEE      ,20121105,6.68,6.68,6.68,6.68,100,100
523204,ABAN OFFSHO ,20121105,441.8,443.75,435,436.75,61772,20783
500002,ABB LTD.    ,20121105,720,729,717.55,721.7,11346,2910
500488,ABBOTT (I)  ,20121105,1450.1,1469.9,1432.1,1443.6,484,355
513119,ABC GAS INT ,20121105,33.15,33.15,33.15,33.15,50,50
520123,ABC INDIA   ,20121105,116,116,113,113.1,247,235
500057,ABCIL       ,20121105,93,93,90.6,91.75,688,542
520155,ABG INFRALOG,20121105,122,127.65,120.65,121.1,17721,16627
532682,ABG SHIPYARD,20121105,372.5,376,370,370.95,1235,1042
511756,ABIRAMI FIN.,20121105,10.66,10.66,10.66,10.66,1,0
526955,ABL BIO-TECH,20121105,4.11,4.11,4.11,4.11,5510,5510
531161,ABM KNOWLEDG,20121105,54,56.5,54,54.05,77,75
532974,ABML        ,20121105,18,18.4,18,18.1,1515,1515
500410,ACC LTD     ,20121105,1410,1436.95,1401.35,1433.5,26406,5207
532774,ACCEL FRONTL,20121105,32.4,33.25,31.5,31.55,15908,703
517494,ACCEL TRANS ,20121105,7.4,7.65,7.02,7.58,430,352
532268,ACCELYA     ,20121105,221.05,226.9,220.05,221.85,6690,6690
531897,ACCENT TECH ,20121105,55.3,55.35,51,51.5,58697,55395
526347,ACCLAIM IND ,20121105,17.6,17.6,17.6,17.6,500,500
530093,ACE INDIA LT,20121105,34.5,34.5,33.85,33.85,15,15
531525,ACE SOFTWARE,20121105,10.71,10.71,9.95,9.97,150,100
517356,ACI INFOCOM ,20121105,143.8,153.9,143.8,150.2,55477,47251
530901,ACIL        ,20121105,0.1,0.11,0.1,0.11,421676,421576
530043,ACKNIT IND  ,20121105,31.4,31.4,31.4,31.4,1,1
533330,ACROPET TEC ,20121105,13.25,13.4,13.05,13.1,93746,58880
513149,ACROW INDIA ,20121105,94.5,94.5,86.3,86.3,40,20
524091,ACRYCIL LTD.,20121105,94.95,95,93.5,95,1522,1422
532762,ACTION CONST,20121105,24.45,27,24.1,27,71071,50888
512599,ADANI ENTER ,20121105,225.6,228.4,221.3,224,262196,32522
532921,ADANI PORTS ,20121105,128.85,130.6,126.7,127.5,131653,24272
533096,ADANI POWER ,20121105,49.5,49.9,48.5,48.7,201491,56501
523411,ADCINDIA    ,20121105,155.45,155.45,149,149,5378,5374
507852,ADDI IND.   ,20121105,4.75,4.75,4.75,4.75,939,939
519183,ADF FOODS LT,20121105,60,63.1,59.2,62.55,34993,15116
532727,ADHUNIK MET ,20121105,31.5,31.5,30.6,30.75,18012,12914
500303,ADI BIR NUVO,20121105,911.15,922.5,908.05,918.25,23150,2708
530117,ADIFINCHM   ,20121105,66.95,67,65.55,66.7,1623,1000
590088,ADINATH BIO ,20121105,0.74,0.74,0.74,0.74,36640,36640
513513,ADITYA ISPAT,20121105,4.5,4.85,4.5,4.85,250,200
511359,AD-MANUM FIN,20121105,28.2,28.2,26,28.2,1692,1687
530431,ADOR FONTECH,20121105,84.2,86.7,83.6,83.6,12810,12000
517041,ADORWELDING ,20121105,136.1,138,134,135.75,455,406
512149,ADVANCE TECH,20121105,0.16,0.17,0.16,0.17,662549,662548
517552,ADVANCED MIC,20121105,39.55,41,39.35,40.3,1247,1045
532840,ADVANTA     ,20121105,820,830.85,786,822.9,4461,1391
531429,ADVENT COMP.,20121105,2.59,3.08,2.59,2.91,6266,6233
531686,ADVIK LABORS,20121105,5.2,5.39,5.1,5.39,5302,5302
500003,AEGIS LOGIS ,20121105,173.2,177.85,170.5,172.15,25131,12105
503655,AEONIAN PUB ,20121105,136.15,149.4,136.15,142,234,234
530707,AFTEK LTD   ,20121105,7.66,7.78,7.63,7.72,34892,21670
531921,AGAR IND COR,20121105,135,135,130,130.9,4226,3589
500463,AGCNET      ,20121105,396,399.5,381.1,389.75,7547,5863
519281,AGRO DUTCH I,20121105,3.67,3.77,3.67,3.67,850,750
500215,AGRO TECH FO,20121105,421.9,426.5,420,422.75,3538,3342
532811,AHLUWALIA CO,20121105,40,41,39.75,40.45,1021,884
513335,AHMED.FORG  ,20121105,128,131.05,128,130.85,1272,1114
522273,AHMED.STEEL ,20121105,30.9,30.9,28.2,30.8,7400,0
532806,AI CHAMPDNY ,20121105,18.7,18.7,18.7,18.7,1,1
532683,AIAENGINEER ,20121105,382.5,382.5,369.45,373.8,247,181
532309,AIL         ,20121105,415.5,420,415,417.3,5963,3623
524288,AIMCO PESTI.,20121105,6.56,6.56,6.56,6.56,978,978
532975,AISHWARYA TE,20121105,13.19,13.5,13.05,13.37,370033,370033
532331,AJANTA PHARM,20121105,390,393.95,383.55,385.05,4225,2549
519216,AJANTA SOYA ,20121105,8.12,8.47,8,8.47,911,911
511692,AJCON GLOBAL,20121105,15.8,15.8,14.61,14.93,15900,100
513349,AJMERA      ,20121105,115,117.5,115,117.15,1517,1517
530621,AKAR TOOLS L,20121105,25.1,26.7,25.05,25.55,42203,25600
532351,AKSH OPTIFIB,20121105,14.19,14.25,13.9,14.14,43661,28648
524598,AKSHARCHEM I,20121105,19.05,19.05,19.05,19.05,50,50
500710,AKZOINDIA   ,20121105,960,960,935.55,943.8,630,317
524075,ALBERT DAVID,20121105,115,115.7,113.65,115.65,699,699
506230,ALBR & WILSO,20121105,389.95,389.95,387,387,204,189
526707,ALCHEMIST LT,20121105,51.55,52.7,51.25,52.45,644,400
533573,ALEM PHARMA ,20121105,68,68,67.25,67.75,18675,12648
506235,ALEMBIC LTD.,20121105,15.4,15.55,15.3,15.45,3610,2932
530973,ALFA ICA (I),20121105,10.61,11.7,10.61,10.81,137,137
505216,ALFRED HERB ,20121105,214.95,214.95,214.95,214.95,100,100
531147,ALICON      ,20121105,69,74.75,69,73.45,7759,7664
531581,ALKA DIAMOND,20121105,17.8,17.85,17.8,17.85,990,990
530889,ALKA INDIA  ,20121105,0.16,0.16,0.14,0.15,156447,117094
532166,ALKA SECUR. ,20121105,0.62,0.62,0.62,0.62,5000,5000
533029,ALKALI      ,20121105,26.4,27.7,26.4,27.35,1562,1013
506767,ALKYL AMINES,20121105,137.35,152,137.35,146.7,679,168
532480,ALLAHABAD BK,20121105,138.1,138.1,127.95,134.55,1497925,215311
532749,ALLCARGO    ,20121105,133,133,129.55,130,547,316
532919,ALLIED COMP ,20121105,0.67,0.67,0.67,0.67,72204,72204
532875,ALLIED DIGIT,20121105,22.45,23,21.5,21.95,32101,21542
532633,ALLSEC TECH ,20121105,42.4,42.5,39.55,42.5,22287,20631
531400,ALMONDZ GLO ,20121105,7.9,8.6,7.9,8,190,189
521070,ALOK INDS.  ,20121105,12.2,12.3,11.92,11.96,905440,499199
532878,ALPA LAB    ,20121105,10.6,10.6,10,10.03,625,613
531720,ALPHA GRAPHI,20121105,20,20,19,20,2595,2595
531247,ALPHA HI-TEC,20121105,1.63,1.63,1.63,1.63,250,250
526397,ALPHAGEO (I),20121105,57.55,57.55,53.3,54.45,517,517
526519,ALPINE HSG. ,20121105,22.6,22.6,22.6,22.6,1,1
530715,ALPS INDS.  ,20121105,1.86,1.9,1.86,1.9,4148,4148
522275,ALSTOMT&D   ,20121105,201.6,206,200.05,201.5,11667,8755
524634,ALU FLUORIDE,20121105,9.29,9.3,9.28,9.29,4,2
513309,ALUM IND EX ,20121105,9.79,9.9,8.66,9.47,1443,1294
506597,AMAL PRODUCT,20121105,19.1,19.95,19.1,19.95,1910,1910
500008,AMAR RAJA BA,20121105,227,230.45,222.5,223.55,56096,19349
532664,AMAR REMEDIE,20121105,37.95,38.4,37.55,37.8,20657,8646
521097,AMARJOTHI SP,20121105,45.05,46.45,45.05,46.45,101,101
532335,AMBICA AGAR.,20121105,4.79,5.39,4.79,5.26,4400,4200
531978,AMBIKA COTTO,20121105,202.45,207.25,196.25,202.95,6119,4285
526439,AMBITIOUS PL,20121105,2.8,2.8,2.8,2.8,289,289
500425,AMBUJA CEME ,20121105,207.4,210.75,205.75,209.85,131432,30680
530133,AMCO INDIA L,20121105,16.2,16.2,16.2,16.2,200,200
532828,AMD INDUS   ,20121105,15.6,15.75,15.05,15.4,2159,1967
506248,AMINES&PLAST,20121105,43,43,43,43,1,1
531300,AMIT INTNL. ,20121105,5.09,5.09,4.65,4.65,1899,1899
521076,AMIT SPIN.  ,20121105,1.37,1.37,1.37,1.37,500,500
526241,AMRAPALI IND,20121105,4.35,4.5,4.35,4.5,700,700
531728,AMRIT BANAS ,20121105,143.1,143.4,143,143.4,372,322
507525,AMRIT CORP  ,20121105,300,316.9,300,313.2,227,207
590006,AMRUTANJAN  ,20121105,160,160.5,155.45,157.7,43177,14575
520077,AMTEK AUTO  ,20121105,72,72.9,71.65,72.05,99540,75540
532282,AMTEK INDIA ,20121105,95.5,96.7,95.25,95.75,162554,11192
534612,AMTL        ,20121105,19.2,19.2,18.85,18.85,480,480
531761,AMULYA LEAS.,20121105,36.4,36.5,34.15,34.15,1050,1050
515055,ANANT RAJ IN,20121105,80,81.75,78.9,79.2,358296,122440
531127,ANARINDUS   ,20121105,23.5,23.5,23.5,23.5,100,100
532418,ANDHRA BANK ,20121105,107.9,107.9,101.75,102.65,173403,66240
532141,ANDHRA CEMEN,20121105,9.4,9.41,9.05,9.36,12435,12435
502330,ANDHRA PAPER,20121105,301.95,311.75,300.8,306.35,45658,9283
500012,ANDHRA PETRO,20121105,15.4,15.4,14.83,14.96,34929,30801
590062,ANDHRA SUGAR,20121105,151.25,152,146,147.6,6298,4986
526173,ANDREW YULE ,20121105,19.75,20.45,19.75,20.2,25096,22034
530721,ANGIND      ,20121105,13.5,13.5,13.5,13.5,1,1
519383,ANIK INDS   ,20121105,34.4,35,33.1,33.35,38391,19513
504629,ANIL SP STEL,20121105,5.4,5.55,5.16,5.5,7266,6710
532910,ANILLTD     ,20121105,195.1,203.8,194,196.35,695,468
521131,ANJANI DHAM ,20121105,12.1,13.15,12.1,13.15,174,174
518091,ANJANI PORTL,20121105,29.65,32.95,29.65,32.85,5820,3300
531223,ANJANI SYNT.,20121105,5.56,5.9,5.56,5.9,624,485
532870,ANKIT METAL ,20121105,18.25,18.65,17.55,18.65,5393,2700
531683,ANKUR DRUGS ,20121105,13.68,14.2,13.68,14.03,3782,3782
531519,ANKUSH FINST,20121105,15.3,15.3,14.55,14.9,30781,30781
523007,ANSAL BUILD.,20121105,41.15,41.5,41.15,41.3,2127,2027
507828,ANSAL HOUS. ,20121105,50,50,48.5,49.85,501,491
500013,ANSAL INFRAS,20121105,30,30.45,29.65,29.95,42815,19880
505665,ANTIF BEARNG,20121105,91.7,93.9,90.7,91.45,4968,4080
532981,ANU LABS    ,20121105,0.75,0.78,0.72,0.77,48586,40364
506260,ANUH PHARMA ,20121105,149.7,156.5,148.85,155.6,3822,3166
512355,ANUKARAN COM,20121105,165.35,165.35,165.35,165.35,1,1
514332,ANUVIN INDUS,20121105,13.05,13.09,12.55,12.55,27381,27381
532259,APAR INDUS. ,20121105,174.55,175,172,172.8,1570,1004
523694,APCOTEX IND*,20121105,214,220.95,209.25,215.15,10819,7584
533758,APL APOLLO  ,20121105,160.1,162,153,154.15,1492,816
517096,APLAB LTD.  ,20121105,23.05,27.75,23.05,23.85,777,674
523537,APM INDUS.  ,20121105,16.75,17.4,16.5,16.9,34389,33435
512437,APOLLO FIN I,20121105,8.91,9.35,8.91,9.34,201,178
508869,APOLLO HOSP.,20121105,767.15,813,767.15,782.4,28534,6345
500877,APOLLO TYRES,20121105,86,86.45,84.2,84.7,721326,200502
500014,APPLE FINANC,20121105,2,2,1.93,1.95,9290,8315
507265,APTE AMAL.  ,20121105,65,65,61,63,750,750
532475,APTECH LTD  ,20121105,68,68,66.6,66.8,32930,14018
590033,APW PRES    ,20121105,199.25,200.9,198,199.3,13206,11712
533159,AQUA LOGIST ,20121105,9.6,9.6,9.16,9.26,37703,29199
512344,ARAVALI SEC.,20121105,17.3,17.3,17.3,17.3,50,50
531160,ARCADIA MERC,20121105,6.55,7.88,6.55,7.15,402,401
520121,ARCEE INDUST,20121105,3.5,3.5,3.5,3.5,200,200
530565,ARCHANA SOFT,20121105,2.5,2.5,2.5,2.5,45,45
532994,ARCHIDPLY IN,20121105,9,9.13,8.85,8.9,805,701
532212,ARCHIES LTD ,20121105,26.85,27.65,26,27.15,143039,61181
532914,ARCOTECH LTD,20121105,25.5,25.85,25,25.7,15,0
530261,ARCUTTI.TEA ,20121105,15.15,15.2,14.35,15,5590,5590
532114,AREALTY     ,20121105,4,4.09,3.87,3.88,1001,1000
530967,ARICENTINF  ,20121105,162.05,163.05,160.8,161.6,116586,91278
532935,ARIES AGRO  ,20121105,67,67.7,65.15,65.5,4397,2994
506194,ARIH SUPER  ,20121105,38.6,39.25,38,38.25,10810,2050
511605,ARIHANT CAP.,20121105,19,19.2,19,19.2,985,985
531381,ARIHANT FOUN,20121105,52,52.65,52,52.65,35,35
531179,ARMAN FIN   ,20121105,25.7,25.7,25.65,25.65,518,518
532397,ARMS PAPER  ,20121105,6.09,6.09,6.09,6.09,2000,2000
531467,ARNAVCORP   ,20121105,13.51,15.45,12.3,13,59747,12400
513729,ARO GRANITE ,20121105,34,35.3,33.9,35.3,109,108
531560,AROMA ENT   ,20121105,14.7,14.7,13.31,14,7453,7453
512273,ARONI COMM  ,20121105,34.95,35.75,33.25,35.75,2500,500
521174,ARORA FIBRES,20121105,8.25,8.25,8.25,8.25,20,20
533068,ARROW TEX   ,20121105,7.09,7.09,6.76,6.76,4445,2445
506074,ARSHYIA INTL,20121105,126.05,127.85,123.65,124.7,22939,16390
533163,ARSS INFRA  ,20121105,45.75,47.5,45.3,46.5,31465,31465
531297,ARTEFACT PR ,20121105,35.4,35.4,35.4,35.4,223,223
522134,ARTSON ENG  ,20121105,30,30.35,30,30.1,5285,5186
590114,ARUNJYOTI EN,20121105,11.7,11.75,11,11.61,1949,1097
524760,ARVIND INTER,20121105,13.55,14.65,13.55,13.64,17447,17295
500101,ARVIND Ltd  ,20121105,84.45,84.85,81.75,82.35,223174,76253
531823,ARVIND REM. ,20121105,31.5,32.3,31.2,32,76219,16054
515030,ASAHI IN.GLA,20121105,67.7,67.75,63.05,63.5,5991,4657
512535,ASAHI INFRA.,20121105,1.86,2.01,1.86,2.01,7401,7401
532853,ASAHI SONG  ,20121105,91.5,91.5,88.1,88.65,14064,13379
534564,ASEEM GLOBAL,20121105,39.2,39.95,37.65,39.1,8384,8384
527001,ASHAPURA LTD,20121105,39.45,40.5,38.5,40.45,175210,175210
517565,ASHCO NIUL  ,20121105,1.15,1.16,1.15,1.16,3200,3200
519174,ASHIANA AGRO,20121105,5.93,5.93,5.93,5.93,5,5
523716,ASHIANA HOU ,20121105,172,181,171.1,173.45,6511,3680
513401,ASHIANA ISP.,20121105,11.75,11.75,11.75,11.75,400,400
590122,ASHIKACR    ,20121105,115,120,112,117.7,22228,750
514286,ASHIMA LTD. ,20121105,5,5,4.82,4.84,5261,5261
512247,ASHIRWAD CAP,20121105,1.77,1.88,1.77,1.77,591,591
526847,ASHIRWAD STL,20121105,6.06,6.06,6.06,6.06,10,10
530429,ASHISH POLY.,20121105,4.62,4.62,4.62,4.62,1,1
500477,ASHOK LEYL. ,20121105,25.15,25.15,23.75,24,515326,143777
533271,ASHOKA      ,20121105,215,220,212.05,216.95,170,149
524594,ASHOK-ALCO  ,20121105,21.9,21.9,21.8,21.8,308,308
531568,ASHUTOSH PAP,20121105,73.3,74.75,69.45,69.6,23978,23978
532435,ASIAHR TECH ,20121105,6.33,6.34,6.33,6.34,102,101
503940,ASIAN ELECTR,20121105,3.96,4.09,3.92,4.04,16791,16791
532047,ASIAN FILMS ,20121105,2.47,2.47,2.47,2.47,10,10
532888,ASIAN GRANIT,20121105,42.55,45,42.55,43,1652,1500
533227,ASIAN HTL E ,20121105,230,230,225,225,66,65
533221,ASIAN HTL W ,20121105,130.7,136.5,130.3,130.6,109,59
530355,ASIAN OILFIE,20121105,25.1,25.15,25.1,25.1,650,650
500820,ASIAN PAINTS,20121105,3900,3962.25,3890,3953.75,5672,2575
531847,ASIAN STAR  ,20121105,703.05,703.05,703.05,703.05,6,6
500023,ASIANHOTNR  ,20121105,199.85,199.9,191,191.15,2523,2521
531463,ASIANLAK CAP,20121105,38.15,38.15,38.15,38.15,15,15
530723,ASIT C FIN  ,20121105,29.65,29.65,29.65,29.65,100,100
526433,ASM TECHNOLO,20121105,84,88,84,85,1213,1131
500024,ASSAMCO     ,20121105,6,6.47,5.86,6.27,271564,113030
531192,ASSOC.FINLEA,20121105,37.45,38,37.45,38,79600,79600
502015,ASSOC.STONE ,20121105,28.1,28.1,26.55,28.1,28406,26874
533138,ASTEC LIFE  ,20121105,36.05,36.05,34.85,35.95,501,501
533219,ASTERSILI   ,20121105,4.99,5.13,4.99,5.13,12213,12213
532493,ASTRA MICRO ,20121105,39.05,39.5,38.75,39.1,22862,16244
532830,ASTRAL POLY ,20121105,357.65,357.65,337.5,345.05,4893,3691
506820,ASTRAZEN.PH.,20121105,1565,1578.9,1547.1,1553.45,2714,1416
530187,ATHARV ENT  ,20121105,40.9,42,40.9,42,4241,4064
532759,ATLANTA     ,20121105,38.4,40,38.1,38.5,35974,15425
505029,ATLAS CYCLES,20121105,403,411.85,401,402.85,4740,1927
511427,ATN INTER.  ,20121105,0.62,0.62,0.53,0.6,3310,2380
524444,ATREYA PETRO,20121105,10.81,10.81,10.81,10.81,500,500
531795,ATUL AUTO   ,20121105,121.5,122.7,121,121.65,14303,13121
500027,ATUL LTD.   ,20121105,417.85,424.7,413.1,415.55,19282,5240
500028,ATV PROJECTS,20121105,1.84,2,1.84,1.95,4561,4561
532459,AUNDE IND   ,20121105,35.1,35.1,35.1,35.1,1,1
532668,AURIONPRO SO,20121105,112.45,112.9,110.05,110.8,393,341
530233,AURO LAB.   ,20121105,8.02,8.38,8.02,8.05,8891,8880
524804,AUROB.PHARMA,20121105,170.8,172.8,168.1,169.85,182311,47695
530885,AURUM SOFT  ,20121105,8.13,8.5,8.13,8.5,1201,1201
509009,AUSOM ENT   ,20121105,19.95,19.95,19.95,19.95,5,5
522005,AUSTIN ENGG.,20121105,62.9,62.9,61.2,61.9,1860,1224
533016,AUSTRAL COKE,20121105,1.11,1.2,1.11,1.17,258960,258960
505010,AUTO AXLES  ,20121105,375,375,373,374,498,467
505036,AUTO COR.GOA,20121105,286.5,286.5,279,280.6,1036,969
532797,AUTOIND     ,20121105,172.75,173.6,169,169.7,26452,11026
520119,AUTOMOTIVE S,20121105,44.9,45,44.9,45,2,1
500030,AUTORID.FIN ,20121105,1.45,1.54,1.45,1.45,1282,1282
532406,AVANTEL LTD ,20121105,53,53.7,52.3,53.6,15531,15230
512573,AVANTI FEEDS,20121105,162,164,158,162.4,1195,865
512109,AVIVA INDS  ,20121105,26.5,26.5,26.5,26.5,2,1
532995,AVON CORP   ,20121105,1.69,1.69,1.52,1.59,26867,17089
531541,AVON ORGANIC,20121105,27.1,27.8,27.1,27.45,8763,7566
519105,AVT NATURAL ,20121105,37,37.7,36.8,37.25,19428,12305
513642,AXEL POLYMER,20121105,2.84,2.84,2.84,2.84,200,200
532215,AXIS BANK   ,20121105,1215,1218.9,1201,1214.55,92832,11603
531278,AXIS CAPITAL,20121105,21.2,21.2,21.2,21.2,5,5
533570,AXISGOLD    ,20121105,3005,3005,2975,2999.95,139,115
532395,AXIT IT LTD ,20121105,82,82,78.5,79.2,3646,3588
523850,AXTEL INDUS.,20121105,9.6,10.24,9.31,10.18,475,475
526594,B NANJI ENT.,20121105,16.65,16.65,16.65,16.65,100,100
516112,B.K.DUPLEX  ,20121105,4.15,4.15,4.15,4.15,16,16
523019,B.N.RATHI SE,20121105,17,17,16.75,16.75,22600,22600
532380,BABA ARTS   ,20121105,6.04,6.04,6.04,6.04,300,300
532989,BAFNA PHARMA,20121105,47,47.9,46.15,46.25,151590,147465
531733,BAFNA SPG.MI,20121105,0.15,0.15,0.15,0.15,79190,79190
532507,BAG FIL MED ,20121105,4,4.14,4,4.03,28733,24462
530197,BAGADIA COLO,20121105,5.11,5.12,5.11,5.12,101,101
511724,BAID LEASING,20121105,14.04,14.04,14.04,14.04,5,5
500490,BAJ HOLD INV,20121105,870,872,860,867.15,2110,965
532977,BAJAJ AUTO  ,20121105,1895,1897.85,1843.25,1860.25,29142,6765
533229,BAJAJ CORP  ,20121105,187,189.9,186.7,187.4,20176,17106
500031,BAJAJ ELECT.,20121105,196.5,197.5,194.05,194.2,2595,1036
532978,BAJAJ FINSE ,20121105,854.8,861.4,849.05,852.45,13204,4764
507944,BAJAJ STEEL ,20121105,102.5,103.3,101.3,101.65,2506,2306
500032,BAJAJHIND.LT,20121105,28.25,30,28.25,29.35,219237,100881
500034,BAJFINANCE  ,20121105,1285.1,1294,1234.9,1262.35,1823,732
524824,BAL PHARMA  ,20121105,21.85,22.45,21.5,22,9502,5500
514199,BALA TEC IND,20121105,1.24,1.24,1.24,1.24,1236,1236
530999,BALAJI AMINE,20121105,56.6,57.3,55.5,55.95,13657,10299
532382,BALAJI TELE.,20121105,49.1,49.9,48,48.3,72917,39892
500102,BALARPUR IND,20121105,22.55,22.9,22.35,22.4,62908,34430
513142,BALASORE    ,20121105,14.4,15,14.4,14.64,7311,6068
502355,BALKRISH IND,20121105,265,265,259,260.5,3156,2045
532485,BALMER LA.IN,20121105,184.55,190,184.5,189.75,2754,1733
523319,BALMER LAWRI,20121105,646,655,636.15,640.15,1634,1060
500038,BALRAM.CHINI,20121105,64.6,65.5,64.4,65.15,161695,68247
519295,BAMBINO AGRO,20121105,52.95,52.95,50,51.75,1081,1081
531591,BAMPSL SECUR,20121105,0.67,0.68,0.63,0.67,318,120
526849,BANARAS BEAD,20121105,32,32.1,32,32,1240,1240
509053,BANAS FIN.  ,20121105,17.75,17.75,16.2,16.25,62020,62020
500039,BANCO PROD. ,20121105,63.3,64.5,63,64.4,1492,1305
532946,BANG        ,20121105,18.75,19.25,18.25,18.55,40,36
532525,BANK MAHA   ,20121105,53.3,53.5,52.5,53.3,32541,18570
500041,BANNARI AMAN,20121105,910,925,910,921.25,526,457
532674,BANNARI AMMA,20121105,88.7,91.85,88.7,91.85,26,26
503722,BANSW.SYNTEX,20121105,70,71.85,70,70.1,517,445
532916,BARAK VALL  ,20121105,9.95,10,9.8,9.8,2190,2190
513502,BARODA EXTR.,20121105,7.25,7.4,6.87,6.89,807640,721494
532694,BARTRONICSIN,20121105,25.5,25.5,23.1,24,30303,18968
524687,BASANT AGRO ,20121105,5,5.09,4.98,5.02,14051,12750
500042,BASF INDIA  ,20121105,680,686,670.05,672.55,6632,2724
511210,BASIL INF   ,20121105,23.35,23.35,23.35,23.35,100,100
500043,BATA INDIA  ,20121105,863.3,876.15,855.95,860.95,43288,13235
522004,BATLIBOI LTD,20121105,15.55,16.4,15.55,16.25,610,510
506285,BAYER CROP  ,20121105,1145,1163.95,1140.05,1145.2,3188,1872
508136,BB REALTY   ,20121105,216.1,228,215.05,216.9,24589,11899
531178,BCC FINANCE ,20121105,9.01,9.01,8.96,8.96,2200,2200
517246,BCC FUBA    ,20121105,4.04,4.45,4.04,4.45,5715,5715
524828,BDH INDUS.  ,20121105,15.8,16.7,15.8,16.65,1125,1080
531937,BECKONSIND  ,20121105,0.66,0.66,0.61,0.64,44995,43853
533270,BEDMUTHA IN ,20121105,11.55,12,11.36,11.61,4843,2059
500048,BEML LTD    ,20121105,296.25,298.5,291.3,292.1,8662,4711
509438,BENARES HOT ,20121105,645.8,645.85,600,600,179,123
532230,BENGAL TEA &,20121105,22.5,23.5,22.5,23.25,7196,6317
533095,BENGLA& ASM ,20121105,255.1,260,255.1,259.5,3359,2966
524737,BENZO PET.IN,20121105,2.67,2.8,2.67,2.67,4500,4500
509480,BERGER PAINT,20121105,141.9,142.5,138.2,139.45,19524,8585
524606,BERYL DRUGS ,20121105,30.25,30.7,29.25,29.55,13511,9678
531582,BERYL SECUR.,20121105,8.55,8.55,8.55,8.55,300,300
508664,BEST E.HOTEL,20121105,24.5,26,24.5,26,1287,1287
500046,BEST&CROMPT.,20121105,5.97,5.97,5.62,5.62,1026,1026
533303,BF INVEST   ,20121105,39.15,39.7,38.75,38.75,7504,5775
532430,BF UTILI    ,20121105,355,358.4,349.95,351.15,56120,13257
517421,BFLYGANDHI  ,20121105,311,322,306.55,318.05,2763,2763
511664,BGIL FL TEC ,20121105,5.12,5.12,4.91,5,522,521
533499,BGLOBAL     ,20121105,6.61,6.66,6.18,6.65,8639,8264
532930,BGR ENERGY  ,20121105,265.65,269,265.3,266.1,20054,5292
524663,BH.IMMUN&BIO,20121105,15,15.95,15,15.37,8239,8239
500051,BHAG GAS    ,20121105,1.53,1.53,1.53,1.53,5256,5256
530803,BHAGERIA DYE,20121105,21.25,21.25,21.25,21.25,250,250
531719,BHAGIRA.CHEM,20121105,36.95,36.95,35.35,35.45,983,983
530095,BHAGWANDAS M,20121105,9.99,9.99,9.99,9.99,649,649
504646,BHAGWATI AUT,20121105,24.2,24.2,24.2,24.2,205,205
532845,BHAGWATI BAN,20121105,70.2,70.3,68.85,69.7,3181,739
509449,BHAGWATI OXY,20121105,16.94,16.94,16.94,16.94,250,250
512296,BHAGYA INL* ,20121105,14.1,14.25,13.85,14.05,2565,1102
512608,BHANDARI HOS,20121105,48.95,49.25,45.65,46.6,54953,32655
